visit1_objectid,june25_objectid,visit1_lon,visit1_lat,june25_lon,june25_lat,Visit1_Ground_Truth,June25_Ground_Truth,Visit1_Pred_LLM,June25_Pred_LLM,Visit1_Pred_wo_LLM,June25_Pred_wo_LLM,Ground_Truth_Changed,LLM_Pred_Changed,wo_LLM_Pred_Changed
69766.jpg,69766.jpg,-82.39918667,35.60121784717165,-82.39918667,35.60121784717165,Unknown,Not Occupied,Occupied,Not Occupied,Occupied,Not Occupied,True,True,True
70138.jpg,70138.jpg,-82.31507665,35.62623826945129,-82.31507665,35.62623826945129,Unknown,Not Occupied,Occupied,Occupied,Occupied,Occupied,True,False,False
70887.jpg,70887.jpg,-82.36981487,35.60878141700074,-82.36981487,35.60878141700074,Unknown,Occupied,Occupied,Occupied,Occupied,Occupied,True,False,False
70932.jpg,70932.jpg,-82.39517357,35.60223893196599,-82.39517357,35.60223893196599,Unknown,Not Occupied,Occupied,Not Occupied,Occupied,Not Occupied,True,True,True
72332.jpg,72332.jpg,-82.3777162,35.603921166214626,-82.3777162,35.603921166214626,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
72496.jpg,72496.jpg,-82.39173039,35.60053794396014,-82.39173039,35.60053794396014,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
72844.jpg,72844.jpg,-82.39334722,35.60231177000714,-82.39334722,35.60231177000714,Not Occupied,Occupied,Not Occupied,Occupied,Not Occupied,Occupied,True,True,True
72854.jpg,72854.jpg,-82.39487521,35.60272044862782,-82.39487521,35.60272044862782,Not Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
72854.jpg,72854.jpg,-82.39487521,35.60272044862782,-82.39487521,35.60272044862782,Unknown,Unknown,Occupied,Occupied,Occupied,Occupied,False,False,False
72854.jpg,72854.jpg,-82.39487521,35.60272044862782,-82.39487521,35.60272044862782,Unknown,Unknown,Occupied,Occupied,Occupied,Occupied,False,False,False
72941.jpg,72941.jpg,-82.31696885,35.624268990508874,-82.31696885,35.624268990508874,Not Occupied,Not Occupied,Occupied,Not Occupied,Occupied,Not Occupied,False,True,True
73458.jpg,73458.jpg,-82.39983485,35.59791340189679,-82.39983485,35.59791340189679,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
74742.jpg,74742.jpg,-82.40610056,35.60319380433854,-82.40610056,35.60319380433854,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
75637.jpg,75637.jpg,-82.38987866,35.60167601119527,-82.38987866,35.60167601119527,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
76226.jpg,76226.jpg,-82.39562758,35.60223986140627,-82.39562758,35.60223986140627,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
76504.jpg,76504.jpg,-82.39107839,35.60066569394672,-82.39107839,35.60066569394672,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
77117.jpg,77117.jpg,-82.39193172,35.60293382,-82.39193172,35.60293382,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
77342.jpg,77342.jpg,-82.31758624,35.618250816999335,-82.31758624,35.618250816999335,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
78806.jpg,78806.jpg,-82.41222916,35.599841024883425,-82.41222916,35.599841024883425,Unknown,Occupied,Occupied,Occupied,Occupied,Occupied,True,False,False
79175.jpg,79175.jpg,-82.37785619,35.60432004306281,-82.37785619,35.60432004306281,Unknown,Unknown,Occupied,Occupied,Occupied,Occupied,False,False,False
79283.jpg,79283.jpg,-82.40736482,35.60308781871751,-82.40736482,35.60308781871751,Not Occupied,Occupied,Not Occupied,Not Occupied,Not Occupied,Not Occupied,True,False,False
79348.jpg,79348.jpg,-82.42889753,35.61967631851021,-82.42889753,35.61967631851021,Not Occupied,Occupied,Not Occupied,Occupied,Not Occupied,Occupied,True,True,True
79379.jpg,79379.jpg,-82.42927754,35.617870049524846,-82.42927754,35.617870049524846,Unknown,Occupied,Not Occupied,Occupied,Occupied,Occupied,True,True,False
79822.jpg,79822.jpg,-82.39189357,35.60064619910158,-82.39189357,35.60064619910158,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
80259.jpg,80259.jpg,-82.39112785,35.604563324393176,-82.39112785,35.604563324393176,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
80774.jpg,80774.jpg,-82.39985438,35.599108497068926,-82.39985438,35.599108497068926,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
81126.jpg,81126.jpg,-82.31687378,35.62817371492761,-82.31687378,35.62817371492761,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
81237.jpg,81237.jpg,-82.31767502,35.62380879773648,-82.31767502,35.62380879773648,Unknown,Unknown,Occupied,Occupied,Occupied,Occupied,False,False,False
81499.jpg,81499.jpg,-82.40596483,35.604081488234684,-82.40596483,35.604081488234684,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
82347.jpg,82347.jpg,-82.39984905,35.59946115865188,-82.39984905,35.59946115865188,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
82811.jpg,82811.jpg,-82.42876853,35.61736734558729,-82.42876853,35.61736734558729,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
83073.jpg,83073.jpg,-82.39555203,35.60190105402209,-82.39555203,35.60190105402209,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
83228.jpg,83228.jpg,-82.3172438,35.624618658252274,-82.3172438,35.624618658252274,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
83270.jpg,83270.jpg,-82.38752115,35.60392029210449,-82.38752115,35.60392029210449,Not Occupied,Unknown,Not Occupied,Occupied,Not Occupied,Occupied,True,True,True
83403.jpg,83403.jpg,-82.31739607,35.62819865178006,-82.31739607,35.62819865178006,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
84119.jpg,84119.jpg,-82.31569223,35.626933725236064,-82.31569223,35.626933725236064,Unknown,Not Occupied,Occupied,Not Occupied,Occupied,Not Occupied,True,True,True
84405.jpg,84405.jpg,-82.40767564,35.60289718605693,-82.40767564,35.60289718605693,Unknown,Unknown,Not Occupied,Occupied,Not Occupied,Occupied,False,True,True
84918.jpg,84918.jpg,-82.31823298,35.62544604909092,-82.31823298,35.62544604909092,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
84918.jpg,84918.jpg,-82.31823298,35.62544604909092,-82.31823298,35.62544604909092,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
85806.jpg,85806.jpg,-82.31767818,35.61858706414274,-82.31767818,35.61858706414274,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
87018.jpg,87018.jpg,-82.39200586,35.602936411072115,-82.39200586,35.602936411072115,Unknown,Unknown,Occupied,Not Occupied,Occupied,Not Occupied,False,True,True
87519.jpg,87519.jpg,-82.39557065,35.60243992412899,-82.39557065,35.60243992412899,Not Occupied,Unknown,Not Occupied,Occupied,Not Occupied,Occupied,True,True,True
87580.jpg,87580.jpg,-82.38877381,35.60405064850705,-82.38877381,35.60405064850705,Not Occupied,Not Occupied,Not Occupied,Not Occupied,Not Occupied,Occupied,False,False,True
87827.jpg,87827.jpg,-82.40025182,35.60050048832738,-82.40025182,35.60050048832738,Unknown,Not Occupied,Occupied,Not Occupied,Occupied,Not Occupied,True,True,True
88094.jpg,88094.jpg,-82.42791158,35.61685577245836,-82.42791158,35.61685577245836,Unknown,Occupied,Occupied,Occupied,Occupied,Occupied,True,False,False
88129.jpg,88129.jpg,-82.4011992,35.601932667999826,-82.4011992,35.601932667999826,Unknown,Unknown,Occupied,Occupied,Occupied,Occupied,False,False,False
89134.jpg,89134.jpg,-82.39787842,35.60160178314347,-82.39787842,35.60160178314347,Not Occupied,Occupied,Not Occupied,Occupied,Not Occupied,Occupied,True,True,True
89134.jpg,89134.jpg,-82.39787842,35.60160178314347,-82.39787842,35.60160178314347,Not Occupied,Occupied,Not Occupied,Occupied,Not Occupied,Occupied,True,True,True
89498.jpg,89498.jpg,-82.31681582,35.62687143353033,-82.31681582,35.62687143353033,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
90719.jpg,90719.jpg,-82.39317486,35.60200349555925,-82.39317486,35.60200349555925,Not Occupied,Not Occupied,Not Occupied,Not Occupied,Not Occupied,Not Occupied,False,False,False
90942.jpg,90942.jpg,-82.39965767,35.59911966291352,-82.39965767,35.59911966291352,Occupied,Unknown,Occupied,Not Occupied,Occupied,Not Occupied,True,True,True
91124.jpg,91124.jpg,-82.42837916,35.62011625347029,-82.42837916,35.62011625347029,Unknown,Occupied,Occupied,Occupied,Occupied,Occupied,True,False,False
91448.jpg,91448.jpg,-82.31629512,35.62452517899611,-82.31629512,35.62452517899611,Not Occupied,Occupied,Not Occupied,Occupied,Occupied,Occupied,True,True,False
91755.jpg,91755.jpg,-82.40026954,35.59857244844426,-82.40026954,35.59857244844426,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
92336.jpg,92336.jpg,-82.42883197,35.61806103627541,-82.42883197,35.61806103627541,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
92670.jpg,92670.jpg,-82.39883016,35.59963468679059,-82.39883016,35.59963468679059,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
93041.jpg,93041.jpg,-82.39847558,35.60061948709174,-82.39847558,35.60061948709174,Unknown,Not Occupied,Occupied,Not Occupied,Occupied,Not Occupied,True,True,True
93297.jpg,93297.jpg,-82.31672427,35.61942500334758,-82.31672427,35.61942500334758,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
93678.jpg,93678.jpg,-82.39356944,35.60197741383958,-82.39356944,35.60197741383958,Not Occupied,Not Occupied,Not Occupied,Not Occupied,Not Occupied,Not Occupied,False,False,False
93870.jpg,93870.jpg,-82.40916701,35.59987756517107,-82.40916701,35.59987756517107,Unknown,Unknown,Occupied,Occupied,Occupied,Occupied,False,False,False
93971.jpg,93971.jpg,-82.3925625,35.601290673121454,-82.3925625,35.601290673121454,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
93971.jpg,93971.jpg,-82.3925625,35.601290673121454,-82.3925625,35.601290673121454,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
94174.jpg,94174.jpg,-82.39456533,35.602328039427434,-82.39456533,35.602328039427434,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
94525.jpg,94525.jpg,-82.31746231,35.62487016557444,-82.31746231,35.62487016557444,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
94851.jpg,94851.jpg,-82.41189773,35.59989320895305,-82.41189773,35.59989320895305,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
95755.jpg,95755.jpg,-82.37759066,35.603553661212054,-82.37759066,35.603553661212054,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
95928.jpg,95928.jpg,-82.40545806,35.60221183,-82.40545806,35.60221183,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
96035.jpg,96035.jpg,-82.42770201,35.61717455187282,-82.42770201,35.61717455187282,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
96869.jpg,96869.jpg,-82.39487633,35.60138738808977,-82.39487633,35.60138738808977,Not Occupied,Occupied,Not Occupied,Occupied,Occupied,Occupied,True,True,False
97558.jpg,97558.jpg,-82.42320418,35.61900640239694,-82.42320418,35.61900640239694,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
97669.jpg,97669.jpg,-82.39089834,35.60074863252849,-82.39089834,35.60074863252849,Occupied,Occupied,Occupied,Not Occupied,Occupied,Not Occupied,False,True,True
98182.jpg,98182.jpg,-82.31732799,35.62409159901136,-82.31732799,35.62409159901136,Not Occupied,Not Occupied,Not Occupied,Occupied,Not Occupied,Occupied,False,True,True
98218.jpg,98218.jpg,-82.37764741,35.60474392593082,-82.37764741,35.60474392593082,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
98818.jpg,98818.jpg,-82.37717036,35.60341619703524,-82.37717036,35.60341619703524,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
99549.jpg,99549.jpg,-82.42346541,35.614793017143946,-82.42346541,35.614793017143946,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
100228.jpg,100228.jpg,-82.42940421,35.61781026874951,-82.42940421,35.61781026874951,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
100553.jpg,100553.jpg,-82.40906109,35.59942028154357,-82.40906109,35.59942028154357,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
100553.jpg,100553.jpg,-82.40906109,35.59942028154357,-82.40906109,35.59942028154357,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
100598.jpg,100598.jpg,-82.37830869,35.60659101178559,-82.37830869,35.60659101178559,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
101457.jpg,101457.jpg,-82.31628142,35.62383163219124,-82.31628142,35.62383163219124,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
101850.jpg,101850.jpg,-82.4237283,35.61593012818962,-82.4237283,35.61593012818962,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
102272.jpg,102272.jpg,-82.39178048,35.59921619457824,-82.39178048,35.59921619457824,Unknown,Unknown,Occupied,Occupied,Occupied,Occupied,False,False,False
102634.jpg,102634.jpg,-82.39437177,35.602218049728094,-82.39437177,35.602218049728094,Not Occupied,Unknown,Not Occupied,Occupied,Not Occupied,Occupied,True,True,True
104053.jpg,104053.jpg,-82.31831701,35.62748136979764,-82.31831701,35.62748136979764,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
104324.jpg,104324.jpg,-82.39965071,35.59990918054062,-82.39965071,35.59990918054062,Unknown,Unknown,Occupied,Occupied,Occupied,Occupied,False,False,False
104380.jpg,104380.jpg,-82.37809628,35.605022658413084,-82.37809628,35.605022658413084,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
104504.jpg,104504.jpg,-82.31794942,35.61814758255229,-82.31794942,35.61814758255229,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
105328.jpg,105328.jpg,-82.3933639,35.60122275099599,-82.3933639,35.60122275099599,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
105328.jpg,105328.jpg,-82.3933639,35.60122275099599,-82.3933639,35.60122275099599,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
107362.jpg,107362.jpg,-82.3909798,35.60041349918751,-82.3909798,35.60041349918751,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
107700.jpg,107700.jpg,-82.39222205,35.60299243822428,-82.39222205,35.60299243822428,Unknown,Occupied,Occupied,Occupied,Occupied,Occupied,True,False,False
108061.jpg,108061.jpg,-82.3182742,35.625796465418354,-82.3182742,35.625796465418354,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
108164.jpg,108164.jpg,-82.38379908,35.59929194173735,-82.38379908,35.59929194173735,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
109455.jpg,109455.jpg,-82.39216083,35.60090493195815,-82.39216083,35.60090493195815,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
109524.jpg,109524.jpg,-82.31719158,35.61752743093487,-82.31719158,35.61752743093487,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
109957.jpg,109957.jpg,-82.31719214,35.62782822,-82.31719214,35.62782822,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
110660.jpg,110660.jpg,-82.37815964,35.60519298386716,-82.37815964,35.60519298386716,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
110727.jpg,110727.jpg,-82.39991241,35.598057009376674,-82.39991241,35.598057009376674,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
111513.jpg,111513.jpg,-82.38868162,35.59981672918754,-82.38868162,35.59981672918754,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
112266.jpg,112266.jpg,-82.39942262,35.59987472441899,-82.39942262,35.59987472441899,Not Occupied,Not Occupied,Not Occupied,Occupied,Not Occupied,Occupied,False,True,True
112870.jpg,112870.jpg,-82.31589049,35.624532074043394,-82.31589049,35.624532074043394,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
113030.jpg,113030.jpg,-82.38605472,35.60409615546685,-82.38605472,35.60409615546685,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
113453.jpg,113453.jpg,-82.31705515,35.61872297900712,-82.31705515,35.61872297900712,Occupied,Occupied,Occupied,Not Occupied,Occupied,Occupied,False,True,False
113645.jpg,113645.jpg,-82.31776453,35.62405815010768,-82.31776453,35.62405815010768,Not Occupied,Not Occupied,Not Occupied,Not Occupied,Not Occupied,Not Occupied,False,False,False
114190.jpg,114190.jpg,-82.40097921,35.59960042,-82.40097921,35.59960042,Unknown,Unknown,Occupied,Occupied,Occupied,Occupied,False,False,False
114206.jpg,114206.jpg,-82.31653736,35.618629939047494,-82.31653736,35.618629939047494,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
115135.jpg,115135.jpg,-82.31842781,35.62575202911286,-82.31842781,35.62575202911286,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
115320.jpg,115320.jpg,-82.31728097,35.61761394885406,-82.31728097,35.61761394885406,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
115331.jpg,115331.jpg,-82.42949719,35.617428159445566,-82.42949719,35.617428159445566,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
115342.jpg,115342.jpg,-82.3967695,35.59954399352466,-82.3967695,35.59954399352466,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
115762.jpg,115762.jpg,-82.42357153,35.61455265096559,-82.42357153,35.61455265096559,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
116005.jpg,116005.jpg,-82.31748349,35.62988867294047,-82.31748349,35.62988867294047,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
117458.jpg,117458.jpg,-82.38930231,35.60082962198508,-82.38930231,35.60082962198508,Unknown,Unknown,Occupied,Occupied,Occupied,Occupied,False,False,False
117750.jpg,117750.jpg,-82.31754796,35.62463060786036,-82.31754796,35.62463060786036,Not Occupied,Not Occupied,Occupied,Occupied,Not Occupied,Occupied,False,False,True
117750.jpg,117750.jpg,-82.31754796,35.62463060786036,-82.31754796,35.62463060786036,Unknown,Not Occupied,Occupied,Occupied,Occupied,Occupied,True,False,False
118357.jpg,118357.jpg,-82.42373071,35.61813497229234,-82.42373071,35.61813497229234,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
118650.jpg,118650.jpg,-82.38455053,35.599202963472074,-82.38455053,35.599202963472074,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
118793.jpg,118793.jpg,-82.41239518,35.60010895488241,-82.41239518,35.60010895488241,Unknown,Unknown,Occupied,Occupied,Occupied,Occupied,False,False,False
119221.jpg,119221.jpg,-82.31788158,35.62546197623954,-82.31788158,35.62546197623954,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
119221.jpg,119221.jpg,-82.31788158,35.62546197623954,-82.31788158,35.62546197623954,Unknown,Unknown,Occupied,Occupied,Occupied,Occupied,False,False,False
120367.jpg,120367.jpg,-82.42373097,35.61784655593579,-82.42373097,35.61784655593579,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
120853.jpg,120853.jpg,-82.3931691,35.60232685604571,-82.3931691,35.60232685604571,Not Occupied,Not Occupied,Not Occupied,Occupied,Not Occupied,Occupied,False,True,True
120865.jpg,120865.jpg,-82.39275208,35.60125234013311,-82.39275208,35.60125234013311,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
120865.jpg,120865.jpg,-82.39275208,35.60125234013311,-82.39275208,35.60125234013311,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
121465.jpg,121465.jpg,-82.31705485,35.62467239217294,-82.31705485,35.62467239217294,Occupied,Not Occupied,Occupied,Not Occupied,Occupied,Not Occupied,True,True,True
121550.jpg,121550.jpg,-82.31703844,35.629482586088564,-82.31703844,35.629482586088564,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
121626.jpg,121626.jpg,-82.39402911,35.60202286513162,-82.39402911,35.60202286513162,Not Occupied,Not Occupied,Not Occupied,Not Occupied,Not Occupied,Not Occupied,False,False,False
121795.jpg,121795.jpg,-82.40032214,35.600170411484854,-82.40032214,35.600170411484854,Unknown,Unknown,Occupied,Occupied,Occupied,Occupied,False,False,False
122031.jpg,122031.jpg,-82.3783761,35.60577769337788,-82.3783761,35.60577769337788,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
122166.jpg,122166.jpg,-82.37738947,35.60411636641677,-82.37738947,35.60411636641677,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
122593.jpg,122593.jpg,-82.42852265,35.61709692102942,-82.42852265,35.61709692102942,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
122884.jpg,122884.jpg,-82.3992271,35.59969812062405,-82.3992271,35.59969812062405,Not Occupied,Not Occupied,Not Occupied,Occupied,Not Occupied,Not Occupied,False,True,False
123114.jpg,123114.jpg,-82.39533935,35.601316980147736,-82.39533935,35.601316980147736,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
123432.jpg,123432.jpg,-82.38918027,35.604110220189646,-82.38918027,35.604110220189646,Not Occupied,Not Occupied,Not Occupied,Not Occupied,Not Occupied,Occupied,False,False,True
123663.jpg,123663.jpg,-82.31844768,35.62601441605619,-82.31844768,35.62601441605619,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
123748.jpg,123748.jpg,-82.31677431,35.61853603,-82.31677431,35.61853603,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
124008.jpg,124008.jpg,-82.41275344,35.601008483587734,-82.41275344,35.601008483587734,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
124769.jpg,124769.jpg,-82.31592568,35.62412636016252,-82.31592568,35.62412636016252,Not Occupied,Occupied,Not Occupied,Occupied,Not Occupied,Occupied,True,True,True
124868.jpg,124868.jpg,-82.31941164,35.61665776662038,-82.31941164,35.61665776662038,Unknown,Occupied,Occupied,Occupied,Occupied,Occupied,True,False,False
124868.jpg,124868.jpg,-82.31941164,35.61665776662038,-82.31941164,35.61665776662038,Unknown,Occupied,Occupied,Occupied,Occupied,Occupied,True,False,False
125571.jpg,125571.jpg,-82.31485739,35.62664263245558,-82.31485739,35.62664263245558,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
126022.jpg,126022.jpg,-82.42907794,35.61997879937118,-82.42907794,35.61997879937118,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
126197.jpg,126197.jpg,-82.42959004,35.617543311444834,-82.42959004,35.617543311444834,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
126325.jpg,126325.jpg,-82.31714548,35.62986817011729,-82.31714548,35.62986817011729,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
126759.jpg,126759.jpg,-82.39982287,35.59984689870324,-82.39982287,35.59984689870324,Unknown,Unknown,Occupied,Occupied,Occupied,Occupied,False,False,False
127268.jpg,127268.jpg,-82.31530723,35.62376182947508,-82.31530723,35.62376182947508,Not Occupied,Unknown,Not Occupied,Occupied,Not Occupied,Occupied,True,True,True
127914.jpg,127914.jpg,-82.40863813,35.599843507472336,-82.40863813,35.599843507472336,Unknown,Unknown,Occupied,Occupied,Occupied,Occupied,False,False,False
127992.jpg,127992.jpg,-82.3913062,35.600346592243234,-82.3913062,35.600346592243234,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
128156.jpg,128156.jpg,-82.31688781,35.628774404031354,-82.31688781,35.628774404031354,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
128357.jpg,128357.jpg,-82.31709303,35.61725328474271,-82.31709303,35.61725328474271,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
128395.jpg,128395.jpg,-82.37738042,35.60400181545981,-82.37738042,35.60400181545981,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
129118.jpg,129118.jpg,-82.37792711,35.60562787830101,-82.37792711,35.60562787830101,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
129169.jpg,129169.jpg,-82.39521446,35.602082542654145,-82.39521446,35.602082542654145,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
129924.jpg,129924.jpg,-82.31773491,35.625144927365334,-82.31773491,35.625144927365334,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
129924.jpg,129924.jpg,-82.31773491,35.625144927365334,-82.31773491,35.625144927365334,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
130661.jpg,130661.jpg,-82.39371085,35.60230494176786,-82.39371085,35.60230494176786,Not Occupied,Unknown,Not Occupied,Not Occupied,Not Occupied,Not Occupied,True,False,False
130779.jpg,130779.jpg,-82.42798022,35.617493091970545,-82.42798022,35.617493091970545,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
131481.jpg,131481.jpg,-82.31655159,35.61897552,-82.31655159,35.61897552,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
131662.jpg,131662.jpg,-82.39899895,35.60080500328462,-82.39899895,35.60080500328462,Not Occupied,Unknown,Not Occupied,Occupied,Occupied,Occupied,True,True,False
131997.jpg,131997.jpg,-82.39236416,35.60131477,-82.39236416,35.60131477,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
131997.jpg,131997.jpg,-82.39236416,35.60131477,-82.39236416,35.60131477,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
132355.jpg,132355.jpg,-82.40017045,35.601846948792485,-82.40017045,35.601846948792485,Unknown,Unknown,Occupied,Occupied,Occupied,Occupied,False,False,False
132355.jpg,132355.jpg,-82.40017045,35.601846948792485,-82.40017045,35.601846948792485,Unknown,Unknown,Occupied,Occupied,Occupied,Occupied,False,False,False
132400.jpg,132400.jpg,-82.39894016,35.59982680128878,-82.39894016,35.59982680128878,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
132744.jpg,132744.jpg,-82.39380894,35.60197897713631,-82.39380894,35.60197897713631,Not Occupied,Unknown,Not Occupied,Not Occupied,Not Occupied,Not Occupied,True,False,False
133969.jpg,133969.jpg,-82.31720536,35.61930421671099,-82.31720536,35.61930421671099,Occupied,Unknown,Occupied,Occupied,Occupied,Occupied,True,False,False
134240.jpg,134240.jpg,-82.39562399,35.60207498934178,-82.39562399,35.60207498934178,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
135392.jpg,135392.jpg,-82.38627713,35.60384794498178,-82.38627713,35.60384794498178,Unknown,Occupied,Occupied,Occupied,Occupied,Occupied,True,False,False
135412.jpg,135412.jpg,-82.40563414,35.60381016064798,-82.40563414,35.60381016064798,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
136099.jpg,136099.jpg,-82.31541627,35.627273979386835,-82.31541627,35.627273979386835,Occupied,Occupied,Occupied,Occupied,Occupied,Occupied,False,False,False
